batch_id,timestamp_min,cycle_id,pH,ORP_mV,EC_uScm,turbidity_NTU,temp_C,flow_Lmin,UV254_abs,sensor_status,operator_note,instrument_id,acquisition_time_min,ingest_time_min,pressure_drop_kPa,headloss_kPa_per_m,bed_inlet_pressure_kPa,bed_outlet_pressure_kPa,flow_normalized_pressure_residual
B005,15,1,7.358,266.57,1397.07,19.219,25.189,1.221,1.016,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,16,1,7.364,274.86,1417.77,17.442,25.274,1.216,1.0109,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,17,1,7.29,264.02,1407.33,19.243,25.256,1.205,0.9843,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,18,1,7.248,279.67,1361.95,16.903,25.326,1.184,1.0315,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,19,1,7.293,283.19,1351.37,14.367,25.477,1.196,1.0047,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,20,1,7.256,291.76,1383.19,15.804,25.42,1.204,0.9873,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,21,1,7.305,278.51,1368.39,14.539,25.451,1.177,0.9685,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,22,1,7.308,287.51,1364.11,13.987,25.37,1.177,0.9437,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,23,1,7.27,277.13,1385.98,16.633,25.551,1.185,0.966,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,24,2,7.254,281.03,1369.56,14.471,25.557,1.18,0.954,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,25,2,7.255,284.48,1348.73,13.475,25.57,1.181,0.944,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,26,2,7.173,275.94,1377.99,14.645,25.637,1.177,0.9179,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,27,2,7.18,276.67,1373.73,11.546,25.568,1.131,0.9329,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,28,2,7.093,281.6,1326.68,11.208,25.674,1.138,0.8915,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,29,2,7.153,296.67,1352.93,11.834,25.601,1.144,0.8743,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,30,2,7.155,280.26,1338.99,11.704,25.754,1.134,0.883,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,31,2,7.188,290.0,1351.56,10.491,25.727,1.151,0.9046,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,32,2,7.06,296.0,1279.03,9.019,25.723,1.16,0.9224,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,33,2,7.084,286.57,1322.57,10.114,25.689,1.174,0.9282,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,34,2,7.142,285.02,1330.88,10.224,25.872,1.172,0.8287,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,35,2,7.164,279.62,1379.64,8.405,25.803,1.178,0.8601,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,0,0,7.232,333.31,1372.72,32.201,24.812,1.195,1.1657,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,1,0,7.208,367.81,1380.17,30.325,24.896,1.195,1.0901,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,2,0,7.283,362.48,1331.87,29.88,24.846,1.234,1.1146,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,3,0,7.314,379.78,1336.95,28.608,24.899,1.223,1.0555,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,4,0,7.339,398.28,1331.54,28.18,24.847,1.22,1.0277,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,5,0,7.338,397.71,1367.8,26.886,25.02,1.245,1.004,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,6,0,7.36,406.7,1386.43,27.047,25.11,1.235,1.0201,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,7,0,7.338,401.9,1373.72,24.706,24.962,1.231,0.9617,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,8,0,7.324,402.39,1367.91,23.818,24.932,1.235,0.9326,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,9,0,7.362,431.53,1390.2,23.164,24.978,1.247,0.887,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,10,0,7.38,424.73,1396.47,21.392,25.143,1.257,0.8838,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,11,0,7.429,433.96,1380.39,21.711,25.062,1.256,0.8583,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,12,1,7.394,446.08,1370.39,21.228,25.123,1.244,0.8509,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,13,1,7.375,456.65,1390.14,20.192,25.237,1.24,0.8294,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,14,1,7.388,462.78,1366.56,19.386,25.261,1.225,0.8141,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,15,1,7.288,462.59,1376.69,18.948,25.229,1.237,0.821,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,16,1,7.295,459.2,1393.09,18.409,25.257,1.232,0.7617,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,17,1,7.306,468.24,1376.9,16.801,25.381,1.226,0.7374,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,18,1,7.38,477.69,1360.05,18.678,25.259,1.209,0.74,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,19,1,7.285,480.7,1358.71,16.78,25.172,1.206,0.6958,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,20,1,7.326,478.59,1364.22,16.62,25.497,1.201,0.6673,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,21,1,7.282,491.06,1355.5,16.41,25.449,1.2,0.6978,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,22,1,7.213,485.94,1363.07,14.525,25.426,1.183,0.6662,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,23,1,7.25,494.68,1400.22,15.403,25.475,1.169,0.6429,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,24,2,7.186,506.12,1368.24,13.669,25.733,1.16,0.6526,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,25,2,7.219,504.86,1352.02,13.879,25.641,1.139,0.5853,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,26,2,7.192,511.04,1372.1,14.652,25.745,1.133,0.6106,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,27,2,7.188,508.35,1335.47,13.109,25.517,1.158,0.5882,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,28,2,7.155,501.27,1329.85,12.654,25.675,1.152,0.5662,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,29,2,7.149,505.89,1360.78,11.87,25.689,1.152,0.5191,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,30,2,7.102,513.47,1358.9,10.739,25.742,1.168,0.5115,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,31,2,7.138,510.03,1354.09,11.969,25.76,1.174,0.5035,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,32,2,7.183,499.11,1312.75,10.478,25.757,1.149,0.5053,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,33,2,7.174,541.75,1337.07,10.952,25.75,1.155,0.4881,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,34,2,7.116,523.27,1313.98,10.156,25.724,1.184,0.498,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B006,35,2,7.124,531.86,1333.98,10.348,25.811,1.149,0.4734,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,0,0,7.251,442.27,1355.96,31.797,24.732,1.201,1.1505,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,1,0,7.241,412.21,1320.02,31.44,24.794,1.205,1.1152,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,2,0,7.282,439.85,1336.63,30.066,24.91,1.231,1.142,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,3,0,7.337,444.24,1336.93,28.197,24.837,1.221,1.089,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,4,0,7.307,439.12,1350.85,27.152,24.93,1.25,1.1689,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,5,0,7.294,461.04,1354.28,26.273,24.819,1.21,1.1061,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,6,0,7.322,448.1,1345.87,25.267,24.901,1.243,1.1817,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,7,0,7.316,453.99,1370.1,25.003,24.911,1.237,1.151,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,8,0,7.325,460.32,1408.56,23.298,25.158,1.224,1.0919,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,9,0,7.384,478.62,1387.94,24.536,25.054,1.244,1.1162,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,10,0,7.369,491.01,1369.47,22.955,25.144,1.247,1.1313,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,11,0,7.35,497.1,1381.58,21.255,25.169,1.281,1.0636,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,12,1,7.399,509.61,1415.38,21.497,25.259,1.254,1.1185,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,13,1,7.346,491.98,1376.65,20.998,25.332,1.25,1.0731,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,14,1,7.397,501.14,1416.19,20.712,25.202,1.226,1.0662,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,15,1,7.388,506.27,1354.6,18.305,25.19,1.244,1.0613,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,16,1,7.358,506.35,1387.78,18.631,25.201,1.237,1.0635,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,17,1,7.316,509.16,1372.38,19.681,25.269,1.208,1.0474,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,18,1,7.313,516.42,1384.57,16.514,25.376,1.215,1.0697,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,19,1,7.26,503.47,1384.79,16.312,25.465,1.194,1.0915,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,20,1,7.274,522.32,1356.46,16.309,25.441,1.201,1.1169,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,21,1,7.34,524.45,1367.06,15.106,25.461,1.17,1.0844,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,22,1,7.269,527.7,1376.52,15.383,25.405,1.181,1.0087,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,23,1,7.26,525.5,1390.19,15.24,25.317,1.163,1.0161,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,24,2,7.178,533.05,1365.53,13.845,25.593,1.193,1.0498,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,25,2,7.128,533.65,1371.35,13.89,25.514,1.167,1.0186,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,26,2,7.173,533.29,1378.84,11.075,25.618,1.148,1.0405,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,27,2,7.207,544.04,1368.57,12.473,25.575,1.137,1.0372,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,28,2,7.172,536.79,1341.64,13.631,25.632,1.148,1.0042,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,29,2,7.204,545.5,1349.15,10.922,25.756,1.145,1.0569,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,30,2,7.096,547.72,1370.75,11.208,25.723,1.18,1.0082,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,31,2,7.142,551.66,1332.68,11.989,25.71,1.142,0.9699,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,32,2,7.135,553.14,1330.67,11.231,25.811,1.162,1.0162,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,33,2,7.174,552.55,1311.3,10.176,25.777,1.174,0.9903,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,34,2,7.13,553.11,1327.44,8.86,25.879,1.202,0.9727,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B007,35,2,7.151,547.08,1349.23,8.63,25.918,1.148,1.0086,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
